"Month","Borough","Equipment Type","Equipment Code","Total Outages","Scheduled Outages","Unscheduled Outages","Entrapments","Time Since Major Improvement","AM Peak Availability","AM Peak Hours Available","AM Peak Total Hours","PM Peak Availability","PM Peak Hours Available","PM Peak Total Hours","24-Hour Availability","24-Hour Hours Available","24-Hour Total Hours","Station Name","Station MRN","Station Complex Name","Station Complex MRN"
"04/01/2016","Manhattan","Elevator","EL236","1","1","0","0","85","100%","120","120","100%","120","120","99.42592592593%","715.86666666667","720","47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M","225","47-50 Sts-Rockefeller Ctr - Station","225"
"04/01/2016","Manhattan","Elevator","EL124","6","5","1","0","317","100%","120","120","99.33333333333%","119.2","120","96.69444444444%","696.2","720","175ST-8AV-A","147","175 St - Station","147"
"04/01/2016","Manhattan","Elevator","EL218","3","2","1","0","191","100%","120","120","96.66666666667%","116","120","97.62037037037%","702.86666666667","720","14ST-UNIONSQ-CNR-L","117","14 St-Union Sq (L,N,Q,R,4,5,6)","602"
"04/01/2016","Manhattan","Elevator","EL276X","0","0","0","0","N/A","100%","120","120","93.33333333333%","112","120","98.0787037037%","706.16666666667","720","59ST-COLUMBUSCIRCLE-8AV-A/B/C/D","161","59 St-Columbus Circle (A,B,C,D,1)","614"
"04/01/2016","Brooklyn","Elevator","EL370","2","2","0","0","131","100%","120","120","100%","120","120","98.76157407407%","711.08333333333","720","DEKALBAV-4AV-B/Q/R","26","DeKalb Av - Station","26"
"04/01/2016","Queens","Escalator","ES424","0","0","0","0","318","100%","118.83333333333","118.83333333333","100%","116","116","100%","704.83333333333","704.83333333333","21ST-QUEENSBRIDGE-63S-F","221","21 St-Queensbridge - Station","221"
"04/01/2016","Manhattan","Elevator","EL205","1","1","0","0","308","100%","120","120","100%","120","120","99.86111111111%","719","720","GRANDCENTRAL-42ST-LEX-4/5/6","402","Grand Central-42 St (S,4,5,6,7)","610"
"04/01/2016","Queens","Escalator","ES438","12","7","5","0","328","100%","120","120","95.65277777778%","114.78333333333","120","94.43981481481%","679.96666666667","720","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"04/01/2016","Queens","Escalator","ES426","4","4","0","0","318","100%","120","120","100%","120","120","97.23842592593%","700.11666666667","720","21ST-QUEENSBRIDGE-63S-F","221","21 St-Queensbridge - Station","221"
"04/01/2016","Manhattan","Elevator","EL720","7","4","3","0","19","95.58333333333%","114.7","120","100%","120","120","98.10416666667%","706.35","720","FULTONST-8AV-A/C","172","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Queens","Elevator","EL407","0","0","0","0","317",,"0","0",,"0","0",,"0","0","21ST-QUEENSBRIDGE-63S-F","221","21 St-Queensbridge - Station","221"
"04/01/2016","Manhattan","Elevator","EL719","12","2","10","0","28","94.79166666667%","113.75","120","94.02777777778%","112.83333333333","120","96.30092592593%","693.36666666667","720","FULTONST-NAS-J/Z","106","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Brooklyn","Escalator","ES314","7","3","4","0","990","99.23611111111%","119.08333333333","120","96.36111111111%","115.63333333333","120","97.47222222222%","701.8","720","SMITH-9STS-6AV-F/G","238","Smith-9 Sts - Station","238"
"04/01/2016","Brooklyn","Escalator","ES348","14","1","13","0","206","98.94444444444%","118.73333333333","120","92.625%","111.15","120","93.24305555556%","671.35","720","SMITH-9STS-6AV-F/G","238","Smith-9 Sts - Station","238"
"04/01/2016","Manhattan","Escalator","ES405","11","8","3","0","318","99.375%","119.25","120","96.81944444444%","116.18333333333","120","95.37962962963%","686.73333333333","720","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"04/01/2016","Manhattan","Escalator","ES408","5","3","2","0","318","100%","120","120","100%","120","120","97.11805555556%","699.25","720","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"04/01/2016","Manhattan","Escalator","ES235","19","1","18","0","904","91.26388888889%","109.51666666667","120","91.15277777778%","109.38333333333","120","89.50694444444%","644.45","720","34ST-HERALDSQ-6AV-B/D/F","227","34 St-Herald Sq (B,D,F,M,N,Q,R)","607"
"04/01/2016","Queens","Elevator","EL436","4","3","1","0","93","100%","120","120","100%","120","120","97.4375%","701.55","720","KEWGARDENS-UNIONTPKE-QBL-E/F","259","Kew Gardens-Union Tpke - Station","259"
"04/01/2016","Brooklyn","Escalator","ES313","1","1","0","0","990","100%","120","120","100%","120","120","99.25231481481%","714.61666666667","720","SMITH-9STS-6AV-F/G","238","Smith-9 Sts - Station","238"
"04/01/2016","Manhattan","Escalator","ES340","7","5","2","0","468","100%","120","120","97.91666666667%","117.5","120","96.43055555556%","694.3","720","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"04/01/2016","Queens","Escalator","ES265X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","COURTSQ-XTN-G/7","281","Court Sq (E,G,M,7)","606"
"04/01/2016","Manhattan","Elevator","EL109","7","5","2","0","683","99.69444444444%","119.63333333333","120","97.68055555556%","117.21666666667","120","96.94444444444%","698","720","181ST-BWY7-1","301","181 St - Station","301"
"04/01/2016","Bronx","Escalator","ES106","6","0","6","0","741","100%","120","120","96.90277777778%","116.28333333333","120","98.01388888889%","705.7","720","WESTFARMSSQ-ETREMONTAV-LWP-2/5","427","West Farms Sq-E Tremont Av - Station","427"
"04/01/2016","Queens","Elevator","EL429","1","1","0","0","122","100%","120","120","100%","120","120","99.89583333333%","719.25","720","QUEENSPLAZA-QBL-E/M/R","273","Queens Plaza - Station","273"
"04/01/2016","Brooklyn","Elevator","EL321","3","1","2","1","213","100%","120","120","100%","120","120","99.08796296296%","713.43333333333","720","CHURCHAV-NOS-2/5","356","Church Av - Station","356"
"04/01/2016","Manhattan","Escalator","ES362X","0","0","0","0","N/A","73.33333333333%","88","120","73.33333333333%","88","120","73.2662037037%","527.51666666667","720","FULTONST-LEX-4/5","412","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Manhattan","Elevator","EL108","18","7","11","0","634","90.98611111111%","109.18333333333","120","80.54166666667%","96.65","120","90.23611111111%","649.7","720","181ST-BWY7-1","301","181 St - Station","301"
"04/01/2016","Brooklyn","Elevator","EL320","5","3","2","0","213","100%","120","120","100%","120","120","97.55555555556%","702.4","720","CHURCHAV-NOS-2/5","356","Church Av - Station","356"
"04/01/2016","Brooklyn","Elevator","EL709","4","1","3","0","64","100%","120","120","98.61111111111%","118.33333333333","120","98.24537037037%","707.36666666667","720","JAYST-METROTECH-BWY-R","25","Jay St-MetroTech (A,C,F,R)","636"
"04/01/2016","Manhattan","Escalator","ES338","10","5","5","0","468","99.48275862069%","115.4","116","99.13165266106%","117.96666666667","119","96.8808038478%","678.13333333333","699.96666666667","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"04/01/2016","Manhattan","Elevator","EL288X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E","163","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"04/01/2016","Bronx","Elevator","EL196","2","0","2","0","17","100%","120","120","100%","120","120","99.08333333333%","713.4","720","HUNTSPOINTAV-PEL-6","371","Hunts Point Av - Station","371"
"04/01/2016","Manhattan","Escalator","ES377X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","FULTONST-8AV-A/C","172","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Manhattan","Escalator","ES417","3","3","0","0","318","97.63888888889%","117.16666666667","120","100%","120","120","98.86574074074%","711.83333333333","720","ROOSEVELTISLAND-63S-F","222","Roosevelt Island - Station","222"
"04/01/2016","Brooklyn","Escalator","ES323","3","2","1","0","891","100%","120","120","100%","120","120","98.33564814815%","708.01666666667","720","HIGHST-8AV-A/C","173","High St - Station","173"
"04/01/2016","Manhattan","Elevator","EL235","3","1","2","0","85","98.59722222222%","118.31666666667","120","96.93055555556%","116.31666666667","120","97.78703703704%","704.06666666667","720","47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M","225","47-50 Sts-Rockefeller Ctr - Station","225"
"04/01/2016","Manhattan","Escalator","ES221","22","1","21","0","905","95.01388888889%","114.01666666667","120","91.95833333333%","110.35","120","93.47685185185%","673.03333333333","720","34ST-HERALDSQ-6AV-B/D/F","227","34 St-Herald Sq (B,D,F,M,N,Q,R)","607"
"04/01/2016","Manhattan","Escalator","ES254X","0","0","0","0","N/A","71.45833333333%","85.75","120","85.61111111111%","102.73333333333","120","80.43981481481%","579.16666666667","720","LEXINGTONAV/53ST-QBL-E/M","275","Lexington Av-53 St (E,M)/51 St (6)","612"
"04/01/2016","Manhattan","Escalator","ES379X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","WALLST-CLK-2/3","333","Wall St - Station","333"
"04/01/2016","Manhattan","Elevator","EL217","7","2","5","0","191","93.56944444444%","112.28333333333","120","93.11111111111%","111.73333333333","120","93.49074074074%","673.13333333333","720","14ST-UNIONSQ-LEX-4/5/6","406","14 St-Union Sq (L,N,Q,R,4,5,6)","602"
"04/01/2016","Manhattan","Escalator","ES215","24","5","19","0","691","95.48611111111%","114.58333333333","120","96.625%","115.95","120","93.80555555556%","675.4","720","LEXINGTONAV/59ST-AST-N/R/Q","7","Lexington Av (N,Q,R)/59 St (4,5,6)","613"
"04/01/2016","Brooklyn","Elevator","EL373","4","3","1","0","93","100%","120","120","96.97222222222%","116.36666666667","120","98.49537037037%","709.16666666667","720","CHURCHAV-6AV-F/G","243","Church Av - Station","243"
"04/01/2016","Brooklyn","Elevator","EL317","3","2","1","0","255","100%","120","120","100%","120","120","98.5%","709.2","720","BOROUGHHALL-CLK-2/3","335","Court St (R)/Borough Hall (2,3,4,5)","620"
"04/01/2016","Manhattan","Escalator","ES401","7","4","3","0","318","95.90277777778%","115.08333333333","120","92.33333333333%","110.8","120","95.16898148148%","685.21666666667","720","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"04/01/2016","Bronx","Escalator","ES121","9","1","8","0","319","100%","120","120","90.375%","108.45","120","95.96990740741%","690.98333333333","720","PELHAMBAYPARK-PEL-6","360","Pelham Bay Park - Station","360"
"04/01/2016","Queens","Escalator","ES445","8","5","3","0","328","98.33333333333%","118","120","99.97222222222%","119.96666666667","120","96.05324074074%","691.58333333333","720","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"04/01/2016","Manhattan","Elevator","EL148","3","2","1","0","196","100%","120","120","98.70833333333%","118.45","120","97.94444444444%","705.2","720","INWOOD-207ST-8AV-A","143","Inwood-207 St - Station","143"
"04/01/2016","Brooklyn","Elevator","EL307","4","4","0","0","146","100%","120","120","100%","120","120","97.22453703704%","700.01666666667","720","ATLANTICAV-BARCLAYSCTR-BWY-B/Q","40","Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","617"
"04/01/2016","Manhattan","Escalator","ES216","10","4","6","0","1069","91.34722222222%","109.61666666667","120","92.13596428057%","106.61666666667","115.71666666667","89.36425910347%","619.66666666667","693.41666666667","TIMESSQ-42ST-7AV-1/2/3","317","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"04/01/2016","Manhattan","Elevator","EL23X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","WORLDTRADECENTER-8AV-E","171","Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)","624"
"04/01/2016","Manhattan","Escalator","ES621","14","10","4","0","7","100%","120","120","95.47222222222%","114.56666666667","120","93.62268518519%","674.08333333333","720","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"04/01/2016","Queens","Escalator","ES449","9","8","1","0","201","96.97222222222%","116.36666666667","120","98.36111111111%","118.03333333333","120","96.2662037037%","693.11666666667","720","74ST-BROADWAY-FLS-7","454","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","616"
"04/01/2016","Bronx","Escalator","ES108","12","1","11","0","1272","38.18055555556%","45.81666666667","120","31.97222222222%","38.36666666667","120","35.14351851852%","253.03333333333","720","INTERVALEAV-LWP-2/5","431","Intervale Av - Station","431"
"04/01/2016","Brooklyn","Elevator","EL340","7","6","1","0","198","96.875%","116.25","120","100%","120","120","96.49305555556%","694.75","720","FRANKLINAV-8AV-C","178","Franklin Av (C,S)","627"
"04/01/2016","Queens","Elevator","EL489X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","AQUEDUCT-RACETRACK-RKY-A","196","Aqueduct-Racetrack - Station","196"
"04/01/2016","Manhattan","Escalator","ES419","2","0","2","0","318","100%","120","120","99.56944444444%","119.48333333333","120","99.66898148148%","717.61666666667","720","ROOSEVELTISLAND-63S-F","222","Roosevelt Island - Station","222"
"04/01/2016","Manhattan","Escalator","ES101","29","1","28","0","1330","76.72222222222%","92.06666666667","120","91.875%","110.25","120","89.86574074074%","647.03333333333","720","125ST-BWY7-1","306","125 St - Station","306"
"04/01/2016","Manhattan","Elevator","EL126","0","0","0","0","317",,"0","0",,"0","0",,"0","0","125ST-LEX-4/5/6","392","125 St - Station","392"
"04/01/2016","Queens","Escalator","ES427","4","3","1","0","328","100%","120","120","100%","120","120","98.52777777778%","709.4","720","JAMAICAVANWYCK-QBL-E","280","Jamaica Van Wyck - Station","280"
"04/01/2016","Queens","Elevator","EL438","3","2","1","0","23","99.27777777778%","119.13333333333","120","100%","120","120","99.03240740741%","713.03333333333","720","FORESTHILLS-71AV-QBL-E/F/M/R","261","Forest Hills-71 Av - Station","261"
"04/01/2016","Manhattan","Escalator","ES248","3","1","2","0","510","99.26388888889%","119.11666666667","120","100%","120","120","98.67361111111%","710.45","720","LEXINGTONAV/59ST-AST-N/R/Q","7","Lexington Av (N,Q,R)/59 St (4,5,6)","613"
"04/01/2016","Queens","Elevator","EL433","7","4","3","0","130","97.15277777778%","116.58333333333","120","98.40277777778%","118.08333333333","120","97.34259259259%","700.86666666667","720","JAMAICA-179ST-QBL-F","254","Jamaica-179 St - Station","254"
"04/01/2016","Brooklyn","Elevator","EL391","1","0","1","0","138","96.66666666667%","116","120","96.66666666667%","116","120","96.65509259259%","695.91666666667","720","MARCYAV-JAM-J/M/Z","101","Marcy Av - Station","101"
"04/01/2016","Queens","Escalator","ES496X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","HOWARDBEACH-JFKAIRPORT-RKY-A","198","Howard Beach-JFK Airport - Station","198"
"04/01/2016","Brooklyn","Elevator","EL701","8","3","5","0","126","94.47222222222%","113.36666666667","120","96.93055555556%","116.31666666667","120","95.43518518519%","687.13333333333","720","CONEYISLAND-STILLWELLAV-SEA-D/F/N/Q","58","Coney Island-Stillwell Av - Station","58"
"04/01/2016","Manhattan","Escalator","ES334","6","3","3","0","383","50.83333333333%","61","120","53.81944444444%","64.58333333333","120","52.81481481481%","380.26666666667","720","BOWERY-JAM-J/Z","103","Bowery - Station","103"
"04/01/2016","Bronx","Elevator","EL184","7","3","4","0","112","47.91666666667%","57.5","120","49.58333333333%","59.5","120","47.87962962963%","344.73333333333","720","231ST-BWY7-1","295","231 St - Station","295"
"04/01/2016","Manhattan","Elevator","EL329","4","1","3","2","43","96.66666666667%","116","120","97.91666666667%","117.5","120","97.1875%","699.75","720","BWAY-LAFAYETTEST-6AV-B/D/F/M","230","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","619"
"04/01/2016","Manhattan","Escalator","ES378X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","WALLST-CLK-2/3","333","Wall St - Station","333"
"04/01/2016","Brooklyn","Elevator","EL394","4","3","1","0","157","100%","120","120","100%","120","120","97.94907407407%","705.23333333333","720","FLUSHINGAV-JAM-J/M","98","Flushing Av - Station","98"
"04/01/2016","Brooklyn","Escalator","ES322","8","4","4","0","994","96.15439193983%","112.93333333333","117.45","98.5775862069%","114.35","116","94.64017286734%","671.56666666667","709.6","HIGHST-8AV-A/C","173","High St - Station","173"
"04/01/2016","Manhattan","Escalator","ES264X","0","0","0","0","N/A","94.93055555556%","113.91666666667","120","95.51388888889%","114.61666666667","120","96.69212962963%","696.18333333333","720","50ST-8AV-C/E","162","50 St - Station","162"
"04/01/2016","Manhattan","Elevator","EL221","5","1","4","1","164","95.625%","114.75","120","99.29166666667%","119.15","120","97.24305555556%","700.15","720","8AV-CNR-L","115","14 St (A,C,E)/8 Av (L)","618"
"04/01/2016","Manhattan","Escalator","ES609X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","GRANDCENTRAL-42ST-LEX-S","469","Grand Central-42 St (S,4,5,6,7)","610"
"04/01/2016","Manhattan","Elevator","EL281","4","0","4","2","84","97.36111111111%","116.83333333333","120","96.66666666667%","116","120","96.46990740741%","694.58333333333","720","57ST-7AV-BWY-N/R/Q","9","57 St-7 Av - Station","9"
"04/01/2016","Manhattan","Elevator","EL225","2","2","0","0","166","100%","120","120","100%","120","120","98.96296296296%","712.53333333333","720","34ST-PENNSTATION-8AV-A/C/E","164","34 St-Penn Station - Station","164"
"04/01/2016","Queens","Escalator","ES436","3","3","0","0","328","98.54166666667%","118.25","120","100%","120","120","98.59490740741%","709.88333333333","720","SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z","279","Sutphin Blvd-Archer Av-JFK Airport - Station","279"
"04/01/2016","Queens","Elevator","EL420","5","2","3","0","123","98.61111111111%","118.33333333333","120","100%","120","120","98.13425925926%","706.56666666667","720","74ST-BROADWAY-FLS-7","454","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","616"
"04/01/2016","Queens","Elevator","EL492X","0","0","0","0","N/A","0%","0","120","0%","0","120","0%","0","720","HOWARDBEACH-JFKAIRPORT-RKY-A","198","Howard Beach-JFK Airport - Station","198"
"04/01/2016","Manhattan","Elevator","EL234","4","0","4","0","85","92.93055555556%","111.51666666667","120","100%","120","120","97.42592592593%","701.46666666667","720","47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M","225","47-50 Sts-Rockefeller Ctr - Station","225"
"04/01/2016","Manhattan","Elevator","EL142","7","2","5","1","124","94.38888888889%","113.26666666667","120","92.625%","111.15","120","91.43518518519%","658.33333333333","720","125ST-8AV-A/B/C/D","153","125 St - Station","153"
"04/01/2016","Manhattan","Escalator","ES213","8","4","4","0","641","40.73611111111%","48.88333333333","120","42.20833333333%","50.65","120","40.02777777778%","288.2","720","59ST-LEX-4/5/6","400","Lexington Av (N,Q,R)/59 St (4,5,6)","613"
"04/01/2016","Manhattan","Elevator","EL145","3","1","2","0","65","97.66666666667%","117.2","120","100%","120","120","99.06712962963%","713.28333333333","720","96ST-BWY7-1/2/3","310","96 St - Station","310"
"04/01/2016","Brooklyn","Escalator","ES303","9","2","7","0","1113","97.80555555556%","117.36666666667","120","100%","120","120","97.61574074074%","702.83333333333","720","BOROUGHHALL-CLK-2/3","335","Court St (R)/Borough Hall (2,3,4,5)","620"
"04/01/2016","Manhattan","Escalator","ES234","4","1","3","0","904","100%","120","120","99.16666666667%","119","120","99.05324074074%","713.18333333333","720","34ST-HERALDSQ-6AV-B/D/F","227","34 St-Herald Sq (B,D,F,M,N,Q,R)","607"
"04/01/2016","Manhattan","Escalator","ES376X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","FULTONST-8AV-A/C","172","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Brooklyn","Escalator","ES330","34","4","30","0","813","96.625%","115.95","120","93.5%","112.2","120","91.50462962963%","658.83333333333","720","BROADWAYJUNCTION-8AV-A/C","184","Broadway Junction (A,C,J,L,Z)","621"
"04/01/2016","Manhattan","Escalator","ES369","0","0","0","0","85",,"0","0",,"0","0",,"0","0","SOUTHFERRY-7AV-1","330","South Ferry (1)/Whitehall St (R)","635"
"04/01/2016","Brooklyn","Escalator","ES321","15","1","14","0","994","96.08259086409%","113.23333333333","117.85","92.77777777778%","111.33333333333","120","95.16379930812%","683.13333333333","717.85","HIGHST-8AV-A/C","173","High St - Station","173"
"04/01/2016","Manhattan","Elevator","EL294X","0","0","0","0","N/A","98.54166666667%","118.25","120","100%","120","120","97.91898148148%","705.01666666667","720","42ST-BRYANTPK-6AV-B/D/F/M","226","42 St-Bryant Pk (B,D,F,M)/5 Av (7)","609"
"04/01/2016","Queens","Elevator","EL414","6","2","4","0","195","99.66666666667%","119.6","120","94.34722222222%","113.21666666667","120","96.04166666667%","691.5","720","FLUSHING-MAINST-FLS-7","447","Flushing-Main St - Station","447"
"04/01/2016","Queens","Elevator","EL437","7","2","5","0","23","95.61111111111%","114.73333333333","120","97.41666666667%","116.9","120","95.68518518519%","688.93333333333","720","FORESTHILLS-71AV-QBL-E/F/M/R","261","Forest Hills-71 Av - Station","261"
"04/01/2016","Manhattan","Elevator","EL401","2","1","1","0","317","99.88888888889%","119.86666666667","120","100%","120","120","99.02083333333%","712.95","720","LEXINGTONAV/63ST-63S-F/Q","223","Lexington Av/63 St - Station","223"
"04/01/2016","Brooklyn","Elevator","EL343","2","1","1","0","123","100%","120","120","96.66666666667%","116","120","97.95601851852%","705.28333333333","720","EUCLIDAV-8AV-A/C","188","Euclid Av - Station","188"
"04/01/2016","Queens","Escalator","ES433X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z","279","Sutphin Blvd-Archer Av-JFK Airport - Station","279"
"04/01/2016","Bronx","Elevator","EL136","2","0","2","0","101","100%","120","120","96.66666666667%","116","120","99.0787037037%","713.36666666667","720","PELHAMPKWY-LWP-2/5","424","Pelham Pkwy - Station","424"
"04/01/2016","Manhattan","Escalator","ES383X","0","0","0","0","N/A","100%","120","120","96.66666666667%","116","120","99.13657407407%","713.78333333333","720","FULTONST-LEX-4/5","412","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Manhattan","Elevator","EL227","5","4","1","0","166","100%","120","120","100%","120","120","97.10648148148%","699.16666666667","720","34ST-PENNSTATION-8AV-A/C/E","164","34 St-Penn Station - Station","164"
"04/01/2016","Manhattan","Elevator","EL727X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","CORTLANDTST-BWY-R","21","Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)","624"
"04/01/2016","Manhattan","Elevator","EL337","3","2","1","0","84","99.19444444444%","119.03333333333","120","98.30555555556%","117.96666666667","120","99.38425925926%","715.56666666667","720","CHAMBERSST-7AV-1/2/3","327","Chambers St - Station","327"
"04/01/2016","Manhattan","Elevator","EL232","2","1","1","0","117","100%","120","120","100%","120","120","99.24305555556%","714.55","720","TIMESSQ-42ST-7AV-1/2/3","317","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"04/01/2016","Brooklyn","Elevator","EL305","1","1","0","0","144","100%","120","120","100%","120","120","99.25%","714.6","720","ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5","338","Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","617"
"04/01/2016","Queens","Escalator","ES444","2","0","2","0","328","100%","120","120","98.08333333333%","117.7","120","99.375%","715.5","720","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"04/01/2016","Bronx","Elevator","EL189","3","2","1","0","16","98.125%","117.75","120","100%","120","120","98.03240740741%","705.83333333333","720","KINGSBRIDGERD-CON-B/D","212","Kingsbridge Rd - Station","212"
"04/01/2016","Manhattan","Elevator","EL222","1","0","1","0","163","99.68055555556%","119.61666666667","120","96.73611111111%","116.08333333333","120","98.70833333333%","710.7","720","14ST-8AV-A/C/E","166","14 St (A,C,E)/8 Av (L)","618"
"04/01/2016","Brooklyn","Elevator","EL341","3","3","0","0","123","98.68055555556%","118.41666666667","120","100%","120","120","98.55555555556%","709.6","720","EUCLIDAV-8AV-A/C","188","Euclid Av - Station","188"
"04/01/2016","Brooklyn","Escalator","ES315","3","0","3","0","990","100%","120","120","97.26388888889%","116.71666666667","120","99.36805555556%","715.45","720","SMITH-9STS-6AV-F/G","238","Smith-9 Sts - Station","238"
"04/01/2016","Manhattan","Escalator","ES622","13","11","2","0","7","100%","120","120","93.66666666667%","112.4","120","93.05787037037%","670.01666666667","720","34ST-HUDSONYARDS-FLS-7","471","34 St-Hudson Yards - Station","471"
"04/01/2016","Manhattan","Elevator","EL230","2","2","0","0","155","99.97222222222%","119.96666666667","120","100%","120","120","99.03472222222%","713.05","720","TIMESSQ-42ST-BWY-N/R/Q","11","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"04/01/2016","Manhattan","Escalator","ES343","8","3","5","0","468","99.98611111111%","119.98333333333","120","98.84722222222%","118.61666666667","120","97.11111111111%","699.2","720","BOWLINGGREEN-LEX-4/5","414","Bowling Green - Station","414"
"04/01/2016","Bronx","Elevator","EL121","2","0","2","1","318","94.18333333333%","94.18333333333","100","100%","103.98333333333","103.98333333333","96.93751881551%","590.33333333333","608.98333333333","PELHAMBAYPARK-PEL-6","360","Pelham Bay Park - Station","360"
"04/01/2016","Queens","Escalator","ES422","4","1","3","0","318","99.33333333333%","119.2","120","99.27777777778%","119.13333333333","120","99.36805555556%","715.45","720","21ST-QUEENSBRIDGE-63S-F","221","21 St-Queensbridge - Station","221"
"04/01/2016","Manhattan","Escalator","ES229","20","7","13","0","904","96.19444444444%","115.43333333333","120","91.06944444444%","109.28333333333","120","88.71527777778%","638.75","720","34ST-HERALDSQ-6AV-B/D/F","227","34 St-Herald Sq (B,D,F,M,N,Q,R)","607"
"04/01/2016","Manhattan","Elevator","EL717X","0","0","0","0","N/A","100%","120","120","96.66666666667%","116","120","99.1712962963%","714.03333333333","720","FULTONST-LEX-4/5","412","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Manhattan","Escalator","ES360X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","FULTONST-LEX-4/5","412","Fulton St (A,C,J,Z,2,3,4,5)","628"
"04/01/2016","Manhattan","Escalator","ES276X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E","163","Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","611"
"04/01/2016","Manhattan","Escalator","ES380X","0","0","0","0","N/A","100%","120","120","100%","120","120","100%","720","720","CORTLANDTST-BWY-R","21","Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)","624"
"04/01/2016","Queens","Escalator","ES443","2","1","1","0","328","100%","120","120","100%","120","120","99.83796296296%","718.83333333333","720","JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z","278","Jamaica Center-Parsons/Archer - Station","278"
"04/01/2016","Brooklyn","Escalator","ES310","16","10","6","0","1127","97.44444444444%","116.93333333333","120","95.91666666667%","115.1","120","95.76388888889%","689.5","720","ATLANTICAV-BARCLAYSCTR-BWY-B/Q","40","Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","617"
"04/01/2016","Manhattan","Elevator","EL110","8","5","3","0","627","99.34722222222%","119.21666666667","120","97.43055555556%","116.91666666667","120","96.8287037037%","697.16666666667","720","181ST-BWY7-1","301","181 St - Station","301"
"04/01/2016","Queens","Escalator","ES429","5","4","1","0","88","100%","120","120","98%","117.6","120","98.42824074074%","708.68333333333","720","JAMAICAVANWYCK-QBL-E","280","Jamaica Van Wyck - Station","280"
